labour_entry_id,labour_id,work_type,project_id,work_date,daily_wage
LE05552,LB014,Carpenter,PR004,2025-02-04,850
LE05553,LB001,Mason,PR007,2025-02-04,650
LE05554,LB020,Bar Bender,PR008,2025-02-04,600
LE05555,LB007,Helper,PR010,2025-02-04,750
LE05556,LB006,Mason,PR009,2025-02-04,600
LE05557,LB008,Mason,PR004,2025-02-04,1000
LE05558,LB004,Mason,PR007,2025-02-04,650
LE05559,LB019,Carpenter,PR008,2025-02-04,850
LE05560,LB016,Mason,PR010,2025-02-04,850
LE05561,LB010,Bar Bender,PR008,2025-02-05,1000
LE05562,LB019,Carpenter,PR010,2025-02-05,850
LE05563,LB008,Mason,PR007,2025-02-05,1000
LE05564,LB006,Mason,PR009,2025-02-05,600
LE05565,LB003,Helper,PR004,2025-02-05,750
LE05566,LB005,Mason,PR008,2025-02-05,900
LE05567,LB020,Bar Bender,PR010,2025-02-05,600
LE05568,LB017,Bar Bender,PR007,2025-02-05,650
LE05569,LB009,Helper,PR009,2025-02-05,1000
LE05570,LB018,Carpenter,PR004,2025-02-05,650
LE05571,LB001,Mason,PR008,2025-02-05,650
LE05572,LB016,Mason,PR010,2025-02-05,850
LE05573,LB014,Carpenter,PR007,2025-02-05,850
LE05574,LB004,Mason,PR009,2025-02-05,650
LE05575,LB013,Bar Bender,PR004,2025-02-05,700
LE05576,LB011,Bar Bender,PR008,2025-02-05,750
LE05577,LB015,Helper,PR010,2025-02-05,700
LE05578,LB002,Helper,PR007,2025-02-05,800
LE05579,LB007,Helper,PR009,2025-02-05,750
LE05580,LB012,Mason,PR004,2025-02-05,800
LE05581,LB020,Bar Bender,PR010,2025-02-06,600
LE05582,LB019,Carpenter,PR004,2025-02-06,850
LE05583,LB015,Helper,PR007,2025-02-06,700
LE05584,LB012,Mason,PR009,2025-02-06,800
LE05585,LB010,Bar Bender,PR008,2025-02-06,1000
LE05586,LB006,Mason,PR010,2025-02-06,600
LE05587,LB014,Carpenter,PR004,2025-02-06,850
LE05588,LB004,Mason,PR007,2025-02-06,650
LE05589,LB017,Bar Bender,PR009,2025-02-06,650
LE05590,LB011,Bar Bender,PR008,2025-02-06,750
LE05591,LB009,Helper,PR010,2025-02-06,1000
LE05592,LB002,Helper,PR004,2025-02-06,800
LE05593,LB008,Mason,PR007,2025-02-06,1000
LE05594,LB005,Mason,PR009,2025-02-06,900
LE05595,LB016,Mason,PR008,2025-02-06,850
LE05596,LB001,Mason,PR010,2025-02-06,650
LE05597,LB013,Bar Bender,PR004,2025-02-06,700
LE05598,LB007,Helper,PR007,2025-02-06,750
LE05599,LB018,Carpenter,PR009,2025-02-06,650
LE05600,LB003,Helper,PR008,2025-02-06,750
LE05601,LB008,Mason,PR009,2025-02-07,1000
LE05602,LB005,Mason,PR004,2025-02-07,900
LE05603,LB009,Helper,PR010,2025-02-07,1000
LE05604,LB012,Mason,PR008,2025-02-07,800
LE05605,LB013,Bar Bender,PR007,2025-02-07,700
LE05606,LB003,Helper,PR009,2025-02-07,750
LE05607,LB017,Bar Bender,PR004,2025-02-07,650
LE05608,LB011,Bar Bender,PR010,2025-02-07,750
LE05609,LB006,Mason,PR008,2025-02-07,600
LE05610,LB014,Carpenter,PR007,2025-02-07,850
LE05611,LB020,Bar Bender,PR009,2025-02-07,600
LE05612,LB010,Bar Bender,PR004,2025-02-07,1000
LE05613,LB001,Mason,PR010,2025-02-07,650
LE05614,LB018,Carpenter,PR008,2025-02-07,650
LE05615,LB004,Mason,PR007,2025-02-07,650
LE05616,LB007,Helper,PR009,2025-02-07,750
LE05617,LB015,Helper,PR004,2025-02-07,700
LE05618,LB002,Helper,PR010,2025-02-07,800
LE05619,LB016,Mason,PR008,2025-02-07,850
LE05620,LB019,Carpenter,PR007,2025-02-07,850
LE05621,LB017,Bar Bender,PR009,2025-02-08,650
LE05622,LB004,Mason,PR007,2025-02-08,650
LE05623,LB013,Bar Bender,PR010,2025-02-08,700
LE05624,LB019,Carpenter,PR008,2025-02-08,850
LE05625,LB011,Bar Bender,PR004,2025-02-08,750
LE05626,LB009,Helper,PR009,2025-02-08,1000
LE05627,LB016,Mason,PR007,2025-02-08,850
LE05628,LB002,Helper,PR010,2025-02-08,800
LE05629,LB005,Mason,PR008,2025-02-08,900
LE05630,LB015,Helper,PR004,2025-02-08,700
LE05631,LB008,Mason,PR009,2025-02-08,1000
LE05632,LB007,Helper,PR007,2025-02-08,750
LE05633,LB014,Carpenter,PR010,2025-02-08,850
LE05634,LB018,Carpenter,PR008,2025-02-08,650
LE05635,LB012,Mason,PR004,2025-02-08,800
LE05636,LB010,Bar Bender,PR009,2025-02-08,1000
LE05637,LB006,Mason,PR007,2025-02-08,600
LE05638,LB020,Bar Bender,PR010,2025-02-08,600
LE05639,LB003,Helper,PR008,2025-02-08,750
LE05640,LB001,Mason,PR004,2025-02-08,650
LE05641,LB014,Carpenter,PR007,2025-02-10,850
LE05642,LB019,Carpenter,PR010,2025-02-10,850
LE05643,LB011,Bar Bender,PR008,2025-02-10,750
LE05644,LB008,Mason,PR004,2025-02-10,1000
LE05645,LB006,Mason,PR009,2025-02-10,600
LE05646,LB018,Carpenter,PR007,2025-02-10,650
LE05647,LB015,Helper,PR010,2025-02-10,700
LE05648,LB002,Helper,PR008,2025-02-10,800
LE05649,LB012,Mason,PR004,2025-02-10,800
LE05650,LB010,Bar Bender,PR009,2025-02-10,1000
LE05651,LB017,Bar Bender,PR007,2025-02-10,650
LE05652,LB013,Bar Bender,PR010,2025-02-10,700
LE05653,LB020,Bar Bender,PR008,2025-02-10,600
LE05654,LB003,Helper,PR004,2025-02-10,750
LE05655,LB005,Mason,PR009,2025-02-10,900
LE05656,LB001,Mason,PR007,2025-02-10,650
LE05657,LB004,Mason,PR010,2025-02-10,650
LE05658,LB016,Mason,PR008,2025-02-10,850
LE05659,LB009,Helper,PR004,2025-02-10,1000
LE05660,LB007,Helper,PR009,2025-02-10,750
LE05661,LB020,Bar Bender,PR004,2025-02-11,600
LE05662,LB013,Bar Bender,PR009,2025-02-11,700
LE05663,LB011,Bar Bender,PR008,2025-02-11,750
LE05664,LB016,Mason,PR010,2025-02-11,850
LE05665,LB002,Helper,PR007,2025-02-11,800
LE05666,LB017,Bar Bender,PR004,2025-02-11,650
LE05667,LB004,Mason,PR009,2025-02-11,650
LE05668,LB003,Helper,PR008,2025-02-11,750
LE05669,LB010,Bar Bender,PR010,2025-02-11,1000
LE05670,LB018,Carpenter,PR007,2025-02-11,650
LE05671,LB001,Mason,PR004,2025-02-11,650
LE05672,LB019,Carpenter,PR009,2025-02-11,850
LE05673,LB009,Helper,PR008,2025-02-11,1000
LE05674,LB014,Carpenter,PR010,2025-02-11,850
LE05675,LB005,Mason,PR007,2025-02-11,900
LE05676,LB008,Mason,PR004,2025-02-11,1000
LE05677,LB007,Helper,PR009,2025-02-11,750
LE05678,LB006,Mason,PR008,2025-02-11,600
LE05679,LB015,Helper,PR010,2025-02-11,700
LE05680,LB012,Mason,PR007,2025-02-11,800
LE05681,LB010,Bar Bender,PR010,2025-02-12,1000
LE05682,LB019,Carpenter,PR007,2025-02-12,850
LE05683,LB020,Bar Bender,PR009,2025-02-12,600
LE05684,LB014,Carpenter,PR011,2025-02-12,850
LE05685,LB012,Mason,PR008,2025-02-12,800
LE05686,LB002,Helper,PR004,2025-02-12,800
LE05687,LB018,Carpenter,PR010,2025-02-12,650
LE05688,LB001,Mason,PR007,2025-02-12,650
LE05689,LB017,Bar Bender,PR009,2025-02-12,650
LE05690,LB009,Helper,PR011,2025-02-12,1000
LE05691,LB007,Helper,PR008,2025-02-12,750
LE05692,LB003,Helper,PR004,2025-02-12,750
LE05693,LB005,Mason,PR010,2025-02-12,900
LE05694,LB013,Bar Bender,PR007,2025-02-12,700
LE05695,LB011,Bar Bender,PR009,2025-02-12,750
LE05696,LB008,Mason,PR011,2025-02-12,1000
LE05697,LB016,Mason,PR008,2025-02-12,850
LE05698,LB004,Mason,PR004,2025-02-12,650
LE05699,LB015,Helper,PR010,2025-02-12,700
LE05700,LB006,Mason,PR007,2025-02-12,600
LE05701,LB019,Carpenter,PR009,2025-02-13,850
LE05702,LB013,Bar Bender,PR011,2025-02-13,700
LE05703,LB011,Bar Bender,PR004,2025-02-13,750
LE05704,LB020,Bar Bender,PR010,2025-02-13,600
LE05705,LB017,Bar Bender,PR007,2025-02-13,650
LE05706,LB007,Helper,PR008,2025-02-13,750
LE05707,LB015,Helper,PR009,2025-02-13,700
LE05708,LB009,Helper,PR011,2025-02-13,1000
LE05709,LB004,Mason,PR004,2025-02-13,650
LE05710,LB018,Carpenter,PR010,2025-02-13,650
LE05711,LB003,Helper,PR007,2025-02-13,750
LE05712,LB008,Mason,PR008,2025-02-13,1000
LE05713,LB010,Bar Bender,PR009,2025-02-13,1000
LE05714,LB002,Helper,PR011,2025-02-13,800
LE05715,LB005,Mason,PR004,2025-02-13,900
LE05716,LB012,Mason,PR010,2025-02-13,800
LE05717,LB016,Mason,PR007,2025-02-13,850
LE05718,LB014,Carpenter,PR008,2025-02-13,850
LE05719,LB001,Mason,PR009,2025-02-13,650
LE05720,LB006,Mason,PR011,2025-02-13,600
LE05721,LB001,Mason,PR010,2025-02-14,650
LE05722,LB005,Mason,PR004,2025-02-14,900
LE05723,LB016,Mason,PR008,2025-02-14,850
LE05724,LB014,Carpenter,PR009,2025-02-14,850
LE05725,LB019,Carpenter,PR011,2025-02-14,850
LE05726,LB002,Helper,PR007,2025-02-14,800
LE05727,LB003,Helper,PR010,2025-02-14,750
LE05728,LB011,Bar Bender,PR004,2025-02-14,750
LE05729,LB007,Helper,PR008,2025-02-14,750
LE05730,LB008,Mason,PR009,2025-02-14,1000
LE05731,LB010,Bar Bender,PR011,2025-02-14,1000
LE05732,LB012,Mason,PR007,2025-02-14,800
LE05733,LB017,Bar Bender,PR010,2025-02-14,650
LE05734,LB004,Mason,PR004,2025-02-14,650
LE05735,LB018,Carpenter,PR008,2025-02-14,650
LE05736,LB009,Helper,PR009,2025-02-14,1000
LE05737,LB006,Mason,PR011,2025-02-14,600
LE05738,LB015,Helper,PR007,2025-02-14,700
LE05739,LB013,Bar Bender,PR010,2025-02-14,700
LE05740,LB020,Bar Bender,PR004,2025-02-14,600
LE05741,LB019,Carpenter,PR007,2025-02-15,850
LE05742,LB016,Mason,PR011,2025-02-15,850
LE05743,LB008,Mason,PR008,2025-02-15,1000
LE05744,LB017,Bar Bender,PR004,2025-02-15,650
LE05745,LB009,Helper,PR010,2025-02-15,1000
LE05746,LB007,Helper,PR009,2025-02-15,750
LE05747,LB020,Bar Bender,PR007,2025-02-15,600
LE05748,LB010,Bar Bender,PR011,2025-02-15,1000
LE05749,LB006,Mason,PR008,2025-02-15,600
LE05750,LB001,Mason,PR004,2025-02-15,650
LE05751,LB011,Bar Bender,PR010,2025-02-15,750
LE05752,LB018,Carpenter,PR009,2025-02-15,650
LE05753,LB012,Mason,PR007,2025-02-15,800
LE05754,LB013,Bar Bender,PR011,2025-02-15,700
LE05755,LB005,Mason,PR008,2025-02-15,900
LE05756,LB004,Mason,PR004,2025-02-15,650
LE05757,LB015,Helper,PR010,2025-02-15,700
LE05758,LB014,Carpenter,PR009,2025-02-15,850
LE05759,LB002,Helper,PR007,2025-02-15,800
LE05760,LB003,Helper,PR011,2025-02-15,750
LE05761,LB008,Mason,PR009,2025-02-17,1000
LE05762,LB016,Mason,PR010,2025-02-17,850
LE05763,LB003,Helper,PR011,2025-02-17,750
LE05764,LB010,Bar Bender,PR004,2025-02-17,1000
LE05765,LB002,Helper,PR007,2025-02-17,800
LE05766,LB015,Helper,PR008,2025-02-17,700
LE05767,LB006,Mason,PR009,2025-02-17,600
LE05768,LB009,Helper,PR010,2025-02-17,1000
LE05769,LB001,Mason,PR011,2025-02-17,650
LE05770,LB020,Bar Bender,PR004,2025-02-17,600
LE05771,LB011,Bar Bender,PR007,2025-02-17,750
LE05772,LB013,Bar Bender,PR008,2025-02-17,700
LE05773,LB017,Bar Bender,PR009,2025-02-17,650
LE05774,LB005,Mason,PR010,2025-02-17,900
LE05775,LB014,Carpenter,PR011,2025-02-17,850
LE05776,LB018,Carpenter,PR004,2025-02-17,650
LE05777,LB004,Mason,PR007,2025-02-17,650
LE05778,LB019,Carpenter,PR008,2025-02-17,850
LE05779,LB007,Helper,PR009,2025-02-17,750
LE05780,LB012,Mason,PR010,2025-02-17,800
LE05781,LB019,Carpenter,PR004,2025-02-18,850
LE05782,LB009,Helper,PR009,2025-02-18,1000
LE05783,LB002,Helper,PR011,2025-02-18,800
LE05784,LB016,Mason,PR008,2025-02-18,850
LE05785,LB006,Mason,PR010,2025-02-18,600
LE05786,LB010,Bar Bender,PR007,2025-02-18,1000
LE05787,LB001,Mason,PR004,2025-02-18,650
LE05788,LB011,Bar Bender,PR009,2025-02-18,750
LE05789,LB005,Mason,PR011,2025-02-18,900
LE05790,LB015,Helper,PR008,2025-02-18,700
LE05791,LB014,Carpenter,PR010,2025-02-18,850
LE05792,LB012,Mason,PR007,2025-02-18,800
LE05793,LB008,Mason,PR004,2025-02-18,1000
LE05794,LB013,Bar Bender,PR009,2025-02-18,700
LE05795,LB018,Carpenter,PR011,2025-02-18,650
LE05796,LB020,Bar Bender,PR008,2025-02-18,600
LE05797,LB007,Helper,PR010,2025-02-18,750
LE05798,LB017,Bar Bender,PR007,2025-02-18,650
LE05799,LB003,Helper,PR004,2025-02-18,750
LE05800,LB004,Mason,PR009,2025-02-18,650
LE05801,LB001,Mason,PR010,2025-02-19,650
LE05802,LB004,Mason,PR004,2025-02-19,650
LE05803,LB006,Mason,PR008,2025-02-19,600
LE05804,LB005,Mason,PR011,2025-02-19,900
LE05805,LB015,Helper,PR007,2025-02-19,700
LE05806,LB018,Carpenter,PR009,2025-02-19,650
LE05807,LB013,Bar Bender,PR010,2025-02-19,700
LE05808,LB003,Helper,PR004,2025-02-19,750
LE05809,LB017,Bar Bender,PR008,2025-02-19,650
LE05810,LB019,Carpenter,PR011,2025-02-19,850
LE05811,LB008,Mason,PR007,2025-02-19,1000
LE05812,LB014,Carpenter,PR009,2025-02-19,850
LE05813,LB020,Bar Bender,PR010,2025-02-19,600
LE05814,LB009,Helper,PR004,2025-02-19,1000
LE05815,LB010,Bar Bender,PR008,2025-02-19,1000
LE05816,LB002,Helper,PR011,2025-02-19,800
LE05817,LB012,Mason,PR007,2025-02-19,800
LE05818,LB011,Bar Bender,PR009,2025-02-19,750
LE05819,LB007,Helper,PR010,2025-02-19,750
LE05820,LB016,Mason,PR004,2025-02-19,850
LE05821,LB007,Helper,PR004,2025-02-20,750
LE05822,LB019,Carpenter,PR011,2025-02-20,850
LE05823,LB012,Mason,PR010,2025-02-20,800
LE05824,LB002,Helper,PR007,2025-02-20,800
LE05825,LB009,Helper,PR008,2025-02-20,1000
LE05826,LB013,Bar Bender,PR009,2025-02-20,700
LE05827,LB014,Carpenter,PR004,2025-02-20,850
LE05828,LB017,Bar Bender,PR011,2025-02-20,650
LE05829,LB001,Mason,PR010,2025-02-20,650
LE05830,LB003,Helper,PR007,2025-02-20,750
LE05831,LB008,Mason,PR008,2025-02-20,1000
LE05832,LB020,Bar Bender,PR009,2025-02-20,600
LE05833,LB010,Bar Bender,PR004,2025-02-20,1000
LE05834,LB011,Bar Bender,PR011,2025-02-20,750
LE05835,LB004,Mason,PR010,2025-02-20,650
LE05836,LB005,Mason,PR007,2025-02-20,900
LE05837,LB015,Helper,PR008,2025-02-20,700
LE05838,LB006,Mason,PR009,2025-02-20,600
LE05839,LB016,Mason,PR004,2025-02-20,850
LE05840,LB018,Carpenter,PR011,2025-02-20,650
LE05841,LB001,Mason,PR004,2025-02-21,650
LE05842,LB010,Bar Bender,PR011,2025-02-21,1000
LE05843,LB015,Helper,PR008,2025-02-21,700
LE05844,LB013,Bar Bender,PR010,2025-02-21,700
LE05845,LB011,Bar Bender,PR007,2025-02-21,750
LE05846,LB009,Helper,PR009,2025-02-21,1000
LE05847,LB016,Mason,PR004,2025-02-21,850
LE05848,LB020,Bar Bender,PR011,2025-02-21,600
LE05849,LB002,Helper,PR008,2025-02-21,800
LE05850,LB018,Carpenter,PR010,2025-02-21,650
LE05851,LB006,Mason,PR007,2025-02-21,600
LE05852,LB007,Helper,PR009,2025-02-21,750
LE05853,LB005,Mason,PR004,2025-02-21,900
LE05854,LB003,Helper,PR011,2025-02-21,750
LE05855,LB014,Carpenter,PR008,2025-02-21,850
LE05856,LB019,Carpenter,PR010,2025-02-21,850
LE05857,LB017,Bar Bender,PR007,2025-02-21,650
LE05858,LB012,Mason,PR009,2025-02-21,800
LE05859,LB008,Mason,PR004,2025-02-21,1000
LE05860,LB004,Mason,PR011,2025-02-21,650
LE05861,LB006,Mason,PR007,2025-02-22,600
LE05862,LB011,Bar Bender,PR008,2025-02-22,750
LE05863,LB018,Carpenter,PR009,2025-02-22,650
LE05864,LB001,Mason,PR011,2025-02-22,650
LE05865,LB017,Bar Bender,PR010,2025-02-22,650
LE05866,LB014,Carpenter,PR004,2025-02-22,850
LE05867,LB002,Helper,PR007,2025-02-22,800
LE05868,LB016,Mason,PR008,2025-02-22,850
LE05869,LB007,Helper,PR009,2025-02-22,750
LE05870,LB015,Helper,PR011,2025-02-22,700
LE05871,LB009,Helper,PR010,2025-02-22,1000
LE05872,LB019,Carpenter,PR004,2025-02-22,850
LE05873,LB008,Mason,PR007,2025-02-22,1000
LE05874,LB003,Helper,PR008,2025-02-22,750
LE05875,LB010,Bar Bender,PR009,2025-02-22,1000
LE05876,LB012,Mason,PR011,2025-02-22,800
LE05877,LB005,Mason,PR010,2025-02-22,900
LE05878,LB013,Bar Bender,PR004,2025-02-22,700
LE05879,LB004,Mason,PR007,2025-02-22,650
LE05880,LB020,Bar Bender,PR008,2025-02-22,600
LE05881,LB020,Bar Bender,PR010,2025-02-24,600
LE05882,LB004,Mason,PR004,2025-02-24,650
LE05883,LB019,Carpenter,PR007,2025-02-24,850
LE05884,LB003,Helper,PR011,2025-02-24,750
LE05885,LB005,Mason,PR009,2025-02-24,900
LE05886,LB007,Helper,PR008,2025-02-24,750
LE05887,LB011,Bar Bender,PR010,2025-02-24,750
LE05888,LB013,Bar Bender,PR004,2025-02-24,700
LE05889,LB014,Carpenter,PR007,2025-02-24,850
LE05890,LB010,Bar Bender,PR011,2025-02-24,1000
LE05891,LB017,Bar Bender,PR009,2025-02-24,650
LE05892,LB002,Helper,PR008,2025-02-24,800
LE05893,LB012,Mason,PR010,2025-02-24,800
LE05894,LB008,Mason,PR004,2025-02-24,1000
LE05895,LB015,Helper,PR007,2025-02-24,700
LE05896,LB018,Carpenter,PR011,2025-02-24,650
LE05897,LB001,Mason,PR009,2025-02-24,650
LE05898,LB006,Mason,PR008,2025-02-24,600
LE05899,LB009,Helper,PR010,2025-02-24,1000
LE05900,LB016,Mason,PR004,2025-02-24,850
LE05901,LB003,Helper,PR010,2025-02-25,750
LE05902,LB009,Helper,PR008,2025-02-25,1000
LE05903,LB002,Helper,PR011,2025-02-25,800
LE05904,LB013,Bar Bender,PR009,2025-02-25,700
LE05905,LB017,Bar Bender,PR007,2025-02-25,650
LE05906,LB006,Mason,PR004,2025-02-25,600
LE05907,LB001,Mason,PR010,2025-02-25,650
LE05908,LB005,Mason,PR008,2025-02-25,900
LE05909,LB016,Mason,PR011,2025-02-25,850
LE05910,LB020,Bar Bender,PR009,2025-02-25,600
LE05911,LB008,Mason,PR007,2025-02-25,1000
LE05912,LB018,Carpenter,PR004,2025-02-25,650
LE05913,LB010,Bar Bender,PR010,2025-02-25,1000
LE05914,LB019,Carpenter,PR008,2025-02-25,850
LE05915,LB012,Mason,PR011,2025-02-25,800
LE05916,LB004,Mason,PR009,2025-02-25,650
LE05917,LB007,Helper,PR007,2025-02-25,750
LE05918,LB011,Bar Bender,PR004,2025-02-25,750
LE05919,LB015,Helper,PR010,2025-02-25,700
LE05920,LB014,Carpenter,PR008,2025-02-25,850
LE05921,LB015,Helper,PR009,2025-02-26,700
LE05922,LB009,Helper,PR004,2025-02-26,1000
LE05923,LB004,Mason,PR010,2025-02-26,650
LE05924,LB002,Helper,PR011,2025-02-26,800
LE05925,LB003,Helper,PR007,2025-02-26,750
LE05926,LB017,Bar Bender,PR008,2025-02-26,650
LE05927,LB010,Bar Bender,PR009,2025-02-26,1000
LE05928,LB012,Mason,PR004,2025-02-26,800
LE05929,LB005,Mason,PR010,2025-02-26,900
LE05930,LB008,Mason,PR011,2025-02-26,1000
LE05931,LB001,Mason,PR007,2025-02-26,650
LE05932,LB011,Bar Bender,PR008,2025-02-26,750
LE05933,LB016,Mason,PR009,2025-02-26,850
LE05934,LB006,Mason,PR004,2025-02-26,600
LE05935,LB007,Helper,PR010,2025-02-26,750
LE05936,LB014,Carpenter,PR011,2025-02-26,850
LE05937,LB013,Bar Bender,PR007,2025-02-26,700
LE05938,LB019,Carpenter,PR008,2025-02-26,850
LE05939,LB020,Bar Bender,PR009,2025-02-26,600
LE05940,LB018,Carpenter,PR004,2025-02-26,650
LE05941,LB017,Bar Bender,PR011,2025-02-27,650
LE05942,LB016,Mason,PR008,2025-02-27,850
LE05943,LB019,Carpenter,PR007,2025-02-27,850
LE05944,LB014,Carpenter,PR010,2025-02-27,850
LE05945,LB013,Bar Bender,PR004,2025-02-27,700
LE05946,LB020,Bar Bender,PR009,2025-02-27,600
LE05947,LB012,Mason,PR011,2025-02-27,800
LE05948,LB018,Carpenter,PR008,2025-02-27,650
LE05949,LB002,Helper,PR007,2025-02-27,800
LE05950,LB009,Helper,PR010,2025-02-27,1000
LE05951,LB004,Mason,PR004,2025-02-27,650
LE05952,LB001,Mason,PR009,2025-02-27,650
LE05953,LB007,Helper,PR011,2025-02-27,750
LE05954,LB006,Mason,PR008,2025-02-27,600
LE05955,LB010,Bar Bender,PR007,2025-02-27,1000
LE05956,LB011,Bar Bender,PR010,2025-02-27,750
LE05957,LB003,Helper,PR004,2025-02-27,750
LE05958,LB015,Helper,PR009,2025-02-27,700
LE05959,LB008,Mason,PR011,2025-02-27,1000
LE05960,LB005,Mason,PR008,2025-02-27,900
LE05961,LB003,Helper,PR009,2025-02-28,750
LE05962,LB015,Helper,PR008,2025-02-28,700
LE05963,LB010,Bar Bender,PR004,2025-02-28,1000
LE05964,LB007,Helper,PR010,2025-02-28,750
LE05965,LB006,Mason,PR007,2025-02-28,600
LE05966,LB009,Helper,PR011,2025-02-28,1000
LE05967,LB001,Mason,PR009,2025-02-28,650
LE05968,LB017,Bar Bender,PR008,2025-02-28,650
LE05969,LB011,Bar Bender,PR004,2025-02-28,750
LE05970,LB004,Mason,PR010,2025-02-28,650
LE05971,LB005,Mason,PR007,2025-02-28,900
LE05972,LB013,Bar Bender,PR011,2025-02-28,700
LE05973,LB002,Helper,PR009,2025-02-28,800
LE05974,LB016,Mason,PR008,2025-02-28,850
LE05975,LB019,Carpenter,PR004,2025-02-28,850
LE05976,LB020,Bar Bender,PR010,2025-02-28,600
LE05977,LB012,Mason,PR007,2025-02-28,800
LE05978,LB014,Carpenter,PR011,2025-02-28,850
LE05979,LB008,Mason,PR009,2025-02-28,1000
LE05980,LB018,Carpenter,PR008,2025-02-28,650
LE05981,LB001,Mason,PR010,2025-03-01,650
LE05982,LB019,Carpenter,PR011,2025-03-01,850
LE05983,LB008,Mason,PR008,2025-03-01,1000
LE05984,LB016,Mason,PR007,2025-03-01,850
LE05985,LB013,Bar Bender,PR004,2025-03-01,700
LE05986,LB002,Helper,PR009,2025-03-01,800
LE05987,LB017,Bar Bender,PR010,2025-03-01,650
LE05988,LB009,Helper,PR011,2025-03-01,1000
LE05989,LB011,Bar Bender,PR008,2025-03-01,750
LE05990,LB005,Mason,PR007,2025-03-01,900
LE05991,LB018,Carpenter,PR004,2025-03-01,650
LE05992,LB014,Carpenter,PR009,2025-03-01,850
LE05993,LB010,Bar Bender,PR010,2025-03-01,1000
LE05994,LB020,Bar Bender,PR011,2025-03-01,600
LE05995,LB007,Helper,PR008,2025-03-01,750
LE05996,LB003,Helper,PR007,2025-03-01,750
LE05997,LB006,Mason,PR004,2025-03-01,600
LE05998,LB015,Helper,PR009,2025-03-01,700
LE05999,LB004,Mason,PR010,2025-03-01,650
LE06000,LB012,Mason,PR011,2025-03-01,800
LE06001,LB018,Carpenter,PR007,2025-03-03,650
LE06002,LB005,Mason,PR010,2025-03-03,900
LE06003,LB008,Mason,PR011,2025-03-03,1000
LE06004,LB003,Helper,PR009,2025-03-03,750
LE06005,LB002,Helper,PR004,2025-03-03,800
LE06006,LB012,Mason,PR008,2025-03-03,800
LE06007,LB017,Bar Bender,PR007,2025-03-03,650
LE06008,LB020,Bar Bender,PR010,2025-03-03,600
LE06009,LB011,Bar Bender,PR011,2025-03-03,750
LE06010,LB001,Mason,PR009,2025-03-03,650
LE06011,LB013,Bar Bender,PR004,2025-03-03,700
LE06012,LB015,Helper,PR008,2025-03-03,700
LE06013,LB004,Mason,PR007,2025-03-03,650
LE06014,LB006,Mason,PR010,2025-03-03,600
LE06015,LB007,Helper,PR011,2025-03-03,750
LE06016,LB016,Mason,PR009,2025-03-03,850
LE06017,LB009,Helper,PR004,2025-03-03,1000
LE06018,LB010,Bar Bender,PR008,2025-03-03,1000
LE06019,LB014,Carpenter,PR007,2025-03-03,850
LE06020,LB019,Carpenter,PR010,2025-03-03,850
LE06021,LB019,Carpenter,PR010,2025-03-04,850
LE06022,LB003,Helper,PR009,2025-03-04,750
LE06023,LB004,Mason,PR011,2025-03-04,650
LE06024,LB018,Carpenter,PR004,2025-03-04,650
LE06025,LB016,Mason,PR007,2025-03-04,850
LE06026,LB010,Bar Bender,PR008,2025-03-04,1000
LE06027,LB013,Bar Bender,PR010,2025-03-04,700
LE06028,LB015,Helper,PR009,2025-03-04,700
LE06029,LB017,Bar Bender,PR011,2025-03-04,650
LE06030,LB002,Helper,PR004,2025-03-04,800
LE06031,LB012,Mason,PR007,2025-03-04,800
LE06032,LB007,Helper,PR008,2025-03-04,750
LE06033,LB006,Mason,PR010,2025-03-04,600
LE06034,LB009,Helper,PR009,2025-03-04,1000
LE06035,LB008,Mason,PR011,2025-03-04,1000
LE06036,LB014,Carpenter,PR004,2025-03-04,850
LE06037,LB020,Bar Bender,PR007,2025-03-04,600
LE06038,LB001,Mason,PR008,2025-03-04,650
LE06039,LB005,Mason,PR010,2025-03-04,900
LE06040,LB011,Bar Bender,PR009,2025-03-04,750
LE06041,LB011,Bar Bender,PR011,2025-03-05,750
LE06042,LB003,Helper,PR008,2025-03-05,750
LE06043,LB004,Mason,PR010,2025-03-05,650
LE06044,LB009,Helper,PR009,2025-03-05,1000
LE06045,LB005,Mason,PR004,2025-03-05,900
LE06046,LB013,Bar Bender,PR007,2025-03-05,700
LE06047,LB007,Helper,PR011,2025-03-05,750
LE06048,LB019,Carpenter,PR008,2025-03-05,850
LE06049,LB012,Mason,PR010,2025-03-05,800
LE06050,LB006,Mason,PR009,2025-03-05,600
LE06051,LB017,Bar Bender,PR004,2025-03-05,650
LE06052,LB015,Helper,PR007,2025-03-05,700
LE06053,LB008,Mason,PR011,2025-03-05,1000
LE06054,LB002,Helper,PR008,2025-03-05,800
LE06055,LB016,Mason,PR010,2025-03-05,850
LE06056,LB001,Mason,PR009,2025-03-05,650
LE06057,LB014,Carpenter,PR004,2025-03-05,850
LE06058,LB020,Bar Bender,PR007,2025-03-05,600
LE06059,LB018,Carpenter,PR011,2025-03-05,650
LE06060,LB010,Bar Bender,PR008,2025-03-05,1000
LE06061,LB001,Mason,PR011,2025-03-06,650
LE06062,LB006,Mason,PR004,2025-03-06,600
LE06063,LB003,Helper,PR008,2025-03-06,750
LE06064,LB010,Bar Bender,PR009,2025-03-06,1000
